Chr1:3631-5899	AT1G01010.1
Chr2:14496328-14498389	AT2G34355.1
Chr2:14498590-14505727	AT2G34357.1
Chr2:14507294-14510231	AT2G34360.1
Chr2:14510482-14511891	AT2G34370.1
Chr2:14512707-14514516	AT2G34380.1
Chr2:14514487-14515915	AT2G34390.1
Chr2:14516226-14518186	AT2G34400.1
Chr2:14518406-14522139	AT2G34410.1
Chr2:14522524-14523568	AT2G34420.1
Chr2:14524756-14525763	AT2G34430.1
Chr2:14526950-14527689	AT2G34440.1
Chr2:14527736-14529492	AT2G34450.2
Chr2:14529608-14530958	AT2G34460.1
Chr2:14530735-14532505	AT2G34470.2
Chr2:14532708-14534239	AT2G34480.1
Chr2:14534919-14535142	AT2TE64410
Chr2:14535645-14537432	AT2G34490.1
Chr2:14538182-14538248	AT2TE64420
Chr2:14539479-14541406	AT2G34500.1
Chr2:14543997-14546879	AT2G34510.1
Chr2:14547784-14548758	AT2G34520.1
Chr2:14548962-14550245	AT2G34530.1
Chr2:14550658-14552229	AT2G34540.2
Chr2:14553742-14555904	AT2TE64500
Chr2:14555992-14556122	AT2TE64505
Chr2:14556123-14557052	AT2TE64510
Chr2:14556988-14558697	AT2G34555.1
Chr2:14557053-14557090	AT2TE64515
Chr2:14559674-14560127	AT2TE64525
Chr2:14560188-14562950	AT2G34560.2
Chr2:14562892-14564782	AT2G34570.1
Chr2:14565660-14567673	AT2G34580.1
Chr2:14568047-14568637	AT2G34585.1
Chr2:14568811-14570969	AT2G34590.1
Chr2:14571616-14572752	AT2TE64580
Chr2:14572753-14572821	AT2TE64585
Chr2:14572822-14572986	AT2TE64590
Chr2:14573080-14573856	AT2G34600.1
Chr2:14575392-14576517	AT2G34610.1
Chr2:14577174-14578288	AT2G34620.1
Chr2:14578540-14581727	AT2G34630.2
Chr2:14581886-14584699	AT2G34640.1
Chr2:14587144-14587573	AT2TE64660
Chr2:14589760-14591788	AT2G34650.1
Chr2:14596631-14597540	AT2G34655.1
Chr2:14602700-14612565	AT2G34660.1
Chr2:14612581-14615795	AT2G34670.2
Chr2:14616622-14629129	AT2G34680.1
Chr2:14630307-14632061	AT2G34690.1
Chr2:14631914-14632343	AT2TE64890
Chr2:14632344-14633029	AT2TE64895
Chr2:14633030-14633085	AT2TE64900
Chr2:14634134-14635627	AT2G34700.1
Chr2:14636541-14636699	AT2TE64910
Chr2:14636700-14637241	AT2TE64915
Chr2:14637242-14637395	AT2TE64920
Chr2:14639323-14644273	AT2G34710.1
Chr2:14649767-14651627	AT2G34720.1
Chr2:14652820-14653087	AT2TE65000
Chr2:14653181-14653863	AT2TE65005
Chr2:14654357-14657621	AT2G34730.1
Chr2:14658684-14660305	AT2G34740.1
Chr2:14660299-14664268	AT2G34750.1
Chr2:14664671-14666076	AT2G34760
Chr2:14665667-14668250	AT2G34770.1
Chr2:14668653-14673904	AT2G34780.1
Chr2:14673840-14677270	AT2G34790.1
Chr2:14678213-14678768	AT2TE65120
Chr2:14682363-14682515	AT2G34800.1
Chr2:14682472-14683688	AT2TE65130
Chr2:14683689-14683773	AT2TE65135
Chr2:14685256-14687062	AT2G34810.1
Chr2:14689624-14690879	AT2G34820.1
Chr2:14691411-14691629	AT2G34825.1
Chr2:14693756-14696378	AT2G34830.1
Chr2:14701313-14702080	AT2TE65220
Chr2:14701502-14701886	AT2G34835.1
Chr2:14701872-14701898	AT2TE65225
Chr2:14702488-14704353	AT2G34840.1
Chr2:14702522-14702627	AT2TE65230
Chr2:14704632-14706191	AT2G34850.1
Chr2:14708360-14710197	AT2G34860.1
Chr2:14710777-14711453	AT2G34870.1
Chr2:14711880-14716634	AT2G34880.1
Chr2:14713970-14714774	AT2TE65290
Chr2:14718195-14721271	AT2G34890.1
Chr2:14721708-14721970	AT2TE65330
Chr2:14723013-14725650	AT2G34900.1
Chr2:14726800-14728128	AT2G34910.1
Chr2:14728027-14731156	AT2G34920.1
Chr2:14734270-14734536	AT2G34925.1
Chr2:14737066-14739904	AT2G34930.1
Chr2:14740468-14743417	AT2G34940.1
Chr2:14743475-14743548	AT2G34950.1
Chr2:14744037-14745961	AT2G34960.1
Chr2:14746307-14748781	AT2G34970.1
Chr2:14748967-14749878	AT2G34980.1
Chr2:14750064-14750134	AT2G34985.1
Chr2:14750260-14751168	AT2G34990.1
Chr2:14751574-14753319	AT2G35000.1
Chr2:14754271-14756129	AT2G35010.1
Chr2:14756711-14760706	AT2G35020.1
Chr2:14760869-14763077	AT2G35030.1
Chr2:14763382-14765045	AT2G35035.1
Chr2:14765160-14768288	AT2G35040.1
Chr2:14768724-14775035	AT2G35050.1
Chr2:14775063-14778870	AT2G35060.2
Chr2:14783291-14784710	AT2G35070.1
Chr2:14785478-14785940	AT2TE65650
Chr2:14786682-14789023	AT2G35075.1
Chr2:14789245-14791448	AT2G35080.2
Chr2:14792171-14793032	AT2G35090.1
Chr2:14793651-14795629	AT2G35100.1
Chr2:14795715-14803850	AT2G35110.1
Chr2:14805639-14807369	AT2G35120.1
Chr2:14807449-14810229	AT2G35130.2
Chr2:14810737-14810759	AT2TE65780
Chr2:14810760-14811945	AT2TE65785
Chr2:14811946-14812180	AT2TE65790
Chr2:14812879-14813314	AT2TE65795
Chr2:14813421-14816808	AT2G35140.1
Chr2:14817047-14818211	AT2G35150.1
Chr2:14818994-14821965	AT2G35155.1
Chr2:14822085-14822802	AT2TE65830
Chr2:14822824-14826162	AT2G35160.1
Chr2:14827463-14829802	AT2G35170.1
Chr2:14829865-14830139	AT2G35180
Chr2:14830626-14833319	AT2G35190.1
Chr2:14833848-14834624	AT2G35200.1
Chr2:14835854-14836009	AT2G35208.1
Chr2:14836062-14838149	AT2G35210.1
Chr2:14839091-14839799	AT2G35215.1
Chr2:14840607-14840644	AT2G35220.1
Chr2:14840799-14842135	AT2TE65920
Chr2:14842136-14842158	AT2TE65925
Chr2:14842293-14844434	AT2G35230.1
Chr2:14844940-14846304	AT2G35240.1
Chr2:14846662-14848662	AT2G35250.1
Chr2:14848710-14849331	AT2TE65950
Chr2:14849536-14851969	AT2G35260.1
Chr2:14857021-14857878	AT2G35270.1
Chr2:14859378-14860200	AT2G35280.1
Chr2:14861412-14862029	AT2G35290.1
Chr2:14862901-14863387	AT2G35300.1
Chr2:14864855-14866598	AT2G35310.1
Chr2:14866832-14868860	AT2G35320.1
Chr2:14868989-14871940	AT2G35330.1
Chr2:14872320-14879739	AT2G35340.1
Chr2:14880274-14880636	AT2G35345.1
Chr2:14881039-14884116	AT2G35350.1
Chr2:14889048-14890847	AT2G35360.1
Chr2:14891102-14892218	AT2G35370.1
Chr2:14892601-14893993	AT2G35380.1
Chr2:14894380-14894455	AT2G35382.1
Chr2:14894549-14894627	AT2G35384.1
Chr2:14894718-14894796	AT2G35387.1
Chr2:14895279-14897822	AT2G35390.2
Chr2:14898324-14899750	AT2G35410.1
Chr2:14899715-14900692	AT2G35420.1
Chr2:14900872-14902385	AT2G35430.1
Chr2:14903045-14905372	AT2G35450.1
Chr2:14905788-14906504	AT2G35460.1
Chr2:14908844-14909863	AT2G35470.1
Chr2:14910410-14912048	AT2G35480.1
Chr2:14912144-14913877	AT2G35490.1
Chr2:14914003-14916135	AT2G35500.1
Chr2:14916723-14920377	AT2G35510.1
Chr2:14921044-14921281	AT2TE66310
Chr2:14921493-14922841	AT2G35520.2
Chr2:14922962-14926591	AT2G35530.1
Chr2:14927158-14928930	AT2G35540.1
Chr2:14929321-14930892	AT2G35550.1
Chr2:14931139-14933175	AT2G35570
Chr2:14931771-14932013	AT2TE66360
Chr2:14933828-14935482	AT2G35580.1
Chr2:14936666-14937964	AT2G35585.1
Chr2:14938536-14939921	AT2G35590
Chr2:14940845-14945357	AT2G35600.1
Chr2:14946063-14947276	AT2G35605.1
Chr2:14947365-14951247	AT2G35610.1
Chr2:14951520-14951835	AT2TE66460
Chr2:14951837-14952861	AT2TE66465
Chr2:14952862-14953191	AT2TE66470
Chr2:14955241-14955501	AT2G35612.1
Chr2:14958045-14958630	AT2G35613
Chr2:14959391-14960734	AT2G35615.1
Chr2:14960940-14965359	AT2G35620.1
Chr2:14965987-14966434	AT2TE66530
Chr2:14966435-14966478	AT2TE66535
Chr2:14966678-14980606	AT2G35630.1
Chr2:14980970-14982116	AT2G35635.1
Chr2:14982608-14983998	AT2G35637.1
Chr2:14982835-14984182	AT2G35640.1
Chr2:14985488-14988357	AT2G35650.1
Chr2:14988447-14990426	AT2G35660.1
Chr2:14989324-14989378	AT2TE66650
Chr2:14989458-14989536	AT2TE66655
Chr2:14990326-14990931	AT2G35658.2
Chr2:14992565-14996756	AT2G35670.1
Chr2:14996713-14999085	AT2G35680.1
Chr2:14999754-15003066	AT2G35690.1
Chr2:15005205-15005789	AT2G35700.1
Chr2:15007580-15007633	AT2TE66740
Chr2:15007634-15009235	AT2TE66745
Chr2:15010796-15014284	AT2G35710.1
Chr2:15016670-15020011	AT2G35720.1
Chr2:15020492-15021556	AT2G35730.1
Chr2:15022676-15022867	AT2G35733.1
Chr2:15023084-15023254	AT2G35736.1
Chr2:15023559-15024286	AT2G35738.2
Chr2:15023559-15025465	AT2G35738.1
Chr2:15023581-15025334	AT2G35738.3
Chr2:15024489-15026414	AT2G35740.1
Chr2:15027589-15027668	AT2G35742.1
Chr2:15027810-15027989	AT2G35743
Chr2:15029712-15029790	AT2G35744.1
Chr2:15029829-15030290	AT2G35750.1
Chr2:15029832-15029911	AT2G35747.1
Chr2:15031923-15033307	AT2G35760.1
Chr2:15033595-15034091	AT2G35765.1
Chr2:15034037-15036518	AT2G35770.1
Chr2:15037662-15040127	AT2G35780.1
Chr2:15040679-15042123	AT2G35790.1
Chr2:15042175-15043575	AT2G35795.1
Chr2:15044045-15048603	AT2G35800.1
Chr2:15049150-15050323	AT2G35810.1
Chr2:15050912-15052239	AT2G35820.1
Chr2:15052199-15053275	AT2G35830.2
Chr2:15053623-15056005	AT2G35840.1
Chr2:15056753-15056995	AT2G35850.1
Chr2:15058737-15058898	AT2TE66990
Chr2:15059337-15061100	AT2G35859.1
Chr2:15059763-15062122	AT2G35860.1
Chr2:15062988-15065870	AT2G35880.1
Chr2:15067175-15069136	AT2G35890.1
Chr2:15069997-15071653	AT2G35900.1
Chr2:15072344-15072485	AT2TE67060
Chr2:15072932-15074081	AT2G35910.1
Chr2:15075597-15080812	AT2G35920.1
Chr2:15082855-15084473	AT2G35930.1
Chr2:15088833-15092415	AT2G35940.1
Chr2:15090867-15091764	AT2G35945.1
Chr2:15094065-15094330	AT2TE67170
Chr2:15096041-15096531	AT2TE67175
Chr2:15098140-15098837	AT2TE67180
Chr2:15104761-15106088	AT2G35950.1
Chr2:15106940-15107993	AT2G35960.1
Chr2:15109007-15109773	AT2G35970.1
Chr2:15110102-15110326	AT2TE67240
Chr2:15110588-15111471	AT2G35980.1
Chr2:15111429-15111859	AT2TE67245
Chr2:15113356-15113962	AT2TE67250
Chr2:15113955-15116776	AT2G35990.1
Chr2:15114008-15114095	AT2TE67255
Chr2:15117075-15118627	AT2G36000.1
Chr2:15119589-15123184	AT2G36010.2
Chr2:15123154-15125588	AT2G36020.1
Chr2:15127265-15127816	AT2G36026.1
Chr2:15127559-15127771	AT2G36030.1
Chr2:15130511-15130906	AT2TE67330
Chr2:15130646-15130828	AT2G36040.1
Chr2:15130953-15131580	AT2TE67335
Chr2:15133800-15134225	AT2TE67345
Chr2:15134226-15134771	AT2TE67350
Chr2:15134772-15134793	AT2TE67355
Chr2:15135572-15136749	AT2G36050.1
Chr2:15138996-15139178	AT2G36053.1
Chr2:15142617-15142777	AT2TE67390
Chr2:15142677-15144182	AT2G36060.2
Chr2:15144836-15148131	AT2G36070.1
Chr2:15148259-15151575	AT2G36080.1
Chr2:15155815-15157010	AT2TE67460
Chr2:15158561-15159639	AT2G36090.1
Chr2:15159591-15160750	AT2G36100.1
Chr2:15161403-15161860	AT2TE67480
Chr2:15161702-15162676	AT2G36110.1
Chr2:15165437-15166465	AT2G36120.1
Chr2:15166773-15168497	AT2G36130.1
Chr2:15168541-15169514	AT2G36145.1
Chr2:15168862-15168935	AT2G36140.1
Chr2:15169578-15169657	AT2G36150.1
Chr2:15169818-15171353	AT2G36160.1
Chr2:15172094-15173280	AT2G36170.1
Chr2:15173782-15174216	AT2G36180.1
Chr2:15174730-15177870	AT2G36190.1
Chr2:15179869-15185314	AT2G36200.2
Chr2:15186040-15186804	AT2G36210.1
Chr2:15192480-15193698	AT2G36220.1
Chr2:15193694-15195538	AT2G36230.1
Chr2:15195653-15197264	AT2G36240.1
Chr2:15197369-15200603	AT2G36250.1
Chr2:15201402-15201728	AT2G36255.1
Chr2:15202646-15203703	AT2G36260.1
Chr2:15203904-15204146	AT2G36261.1
Chr2:15204764-15207528	AT2G36270.1
Chr2:15208402-15208438	AT2G36280.1
Chr2:15208627-15210845	AT2G36290.1
Chr2:15211718-15212269	AT2G36295.1
Chr2:15213022-15214272	AT2G36300.1
Chr2:15214519-15216612	AT2G36305.1
Chr2:15218040-15219415	AT2G36307.1
Chr2:15221761-15221958	AT2TE67780
Chr2:15224497-15226872	AT2G36310.1
Chr2:15228788-15230496	AT2G36320.1
Chr2:15231393-15233281	AT2G36325.1
Chr2:15233522-15235453	AT2G36330.1
Chr2:15235723-15237728	AT2G36340.1
Chr2:15238093-15241923	AT2G36350.1
Chr2:15242376-15243431	AT2G36355.1
Chr2:15243413-15247627	AT2G36360.5
Chr2:15247793-15252967	AT2G36370.1
Chr2:15256638-15256661	AT2TE67960
Chr2:15256662-15257469	AT2TE67965
Chr2:15257583-15263766	AT2G36380.1
Chr2:15264237-15270092	AT2G36390.1
Chr2:15270088-15272823	AT2G36400.1
Chr2:15273637-15274176	AT2TE68040
Chr2:15273645-15274632	AT2G36402.1
Chr2:15275334-15275813	AT2TE68045
Chr2:15278769-15280604	AT2G36410.1
Chr2:15286498-15288990	AT2G36420.1
Chr2:15288589-15288617	AT2TE68100
Chr2:15288618-15288920	AT2TE68105
Chr2:15290204-15291763	AT2G36430.1
Chr2:15292648-15292872	AT2G36440.1
Chr2:15294303-15294857	AT2G36450.1
Chr2:15296701-15298514	AT2G36460.1
Chr2:15299362-15300990	AT2G36470.1
Chr2:15302567-15306274	AT2G36480.3
Chr2:15306954-15307794	AT2G36485.1
Chr2:15308021-15314807	AT2G36490.1
Chr2:15314964-15315279	AT2TE68230
Chr2:15318028-15320152	AT2G36500.1
Chr2:15320234-15320316	AT2G36510.1
Chr2:15320385-15320467	AT2G36520.1
Chr2:15320756-15323869	AT2G36530.1
Chr2:15324514-15324771	AT2TE68280
Chr2:15325237-15326449	AT2G36540.1
Chr2:15327479-15328802	AT2G36550.1
Chr2:15329143-15332447	AT2G36560.1
Chr2:15332618-15332753	AT2TE68320
Chr2:15332754-15333451	AT2TE68325
Chr2:15335496-15337927	AT2G36570.1
Chr2:15335514-15335632	AT2TE68335
Chr2:15337989-15338129	AT2G36571.1
Chr2:15339122-15343086	AT2G36580.1
Chr2:15343006-15345337	AT2G36590.1
Chr2:15346160-15346232	AT2G36600.1
Chr2:15349327-15350088	AT2G36610.1
Chr2:15350347-15351900	AT2G36620.1
Chr2:15352491-15355177	AT2G36630.1
Chr2:15355648-15355764	AT2G36632.1
Chr2:15356834-15358612	AT2G36640.1
Chr2:15359915-15361328	AT2G36650.1
Chr2:15361321-15364398	AT2G36660.1
Chr2:15364788-15368158	AT2G36670.1
Chr2:15368798-15370846	AT2G36680.1
Chr2:15370979-15371089	AT2TE68510
Chr2:15371090-15371985	AT2TE68515
Chr2:15371986-15372147	AT2TE68520
Chr2:15372153-15372190	AT2TE68525
Chr2:15376082-15376520	AT2TE68535
Chr2:15376521-15377134	AT2TE68540
Chr2:15377135-15377332	AT2TE68545
Chr2:15379694-15381987	AT2G36690.1
Chr2:15382661-15383440	AT2G36695.1
Chr2:15384706-15386421	AT2G36700.1
Chr2:15386704-15387519	AT2TE68590
Chr2:15389466-15391251	AT2G36710.1
Chr2:15393071-15399418	AT2G36720.1
Chr2:15395129-15395271	AT2TE68630
Chr2:15395272-15395316	AT2TE68635
Chr2:15401374-15401787	AT2G36724.1
Chr2:15404494-15405067	AT2TE68680
Chr2:15405068-15406573	AT2G36730.1
Chr2:15406690-15409835	AT2G36740.1
Chr2:15410462-15412038	AT2G36750.1
Chr2:15413042-15414594	AT2G36760.1
Chr2:15415139-15416766	AT2G36770.1
Chr2:15417490-15419154	AT2G36780.1
Chr2:15420190-15421866	AT2G36790.1
Chr2:15420355-15421943	AT2G36792.1
Chr2:15420881-15421964	AT2G36792.2
Chr2:15423380-15425016	AT2G36800.1
Chr2:15425479-15439462	AT2G36810.1
Chr2:15440769-15441276	AT2G36815.1
Chr2:15445425-15446574	AT2G36830.1
Chr2:15448702-15449107	AT2TE68900
Chr2:15449603-15451426	AT2G36835.1
Chr2:15451573-15453714	AT2G36840.1
Chr2:15454697-15469889	AT2G36850.1
Chr2:15469719-15469904	AT2G36854.1
Chr2:15470209-15470245	AT2G36860.1
Chr2:15471487-15471853	AT2TE69010
Chr2:15472645-15474681	AT2G36870.1
Chr2:15476202-15476286	AT2TE69030
Chr2:15476287-15477067	AT2TE69035
Chr2:15479366-15481412	AT2G36880.1
Chr2:15481542-15481703	AT2G36881.1
Chr2:15482003-15483711	AT2G36885.1
Chr2:15485779-15487277	AT2G36890.1
Chr2:15489029-15490328	AT2G36895.1
Chr2:15491435-15492822	AT2G36900.1
Chr2:15502014-15507320	AT2G36910.1
Chr2:15508283-15508381	AT2G36916.1
Chr2:15508798-15509850	AT2G36920.1
Chr2:15509898-15511514	AT2G36930.1
Chr2:15511786-15511987	AT2G36940.1
Chr2:15511980-15512025	AT2TE69210
Chr2:15515133-15516931	AT2G36950.1
Chr2:15516287-15516515	AT2TE69230
Chr2:15522920-15527758	AT2G36960.3
Chr2:15529006-15530749	AT2G36970.1
Chr2:15531161-15533265	AT2G36980.1
Chr2:15534779-15535192	AT2G36985.1
Chr2:15537258-15540139	AT2G36990.1
Chr2:15540299-15541248	AT2G37000.1
Chr2:15541720-15546159	AT2G37010.1
Chr2:15546424-15548909	AT2G37020.2
Chr2:15549052-15552105	AT2G37025.1
Chr2:15553732-15554106	AT2G37030.1
Chr2:15554917-15556831	AT2G37035.1
Chr2:15557376-15560363	AT2G37040.1
Chr2:15566814-15568070	AT2TE69490
Chr2:15568219-15568759	AT2TE69495
Chr2:15568986-15573726	AT2G37050.3
Chr2:15575084-15575106	AT2TE69520
Chr2:15575107-15575857	AT2TE69525
Chr2:15575858-15575900	AT2TE69530
Chr2:15576063-15577877	AT2G37060.1
Chr2:15578415-15581308	AT2G37070.1
Chr2:15581386-15585186	AT2G37080.1
Chr2:15583367-15583540	AT2TE69570
Chr2:15587394-15589257	AT2G37090.1
Chr2:15591101-15592104	AT2G37100.1
Chr2:15592552-15594014	AT2G37110.1
Chr2:15594030-15594961	AT2G37120.1
Chr2:15595121-15597210	AT2TE69630
Chr2:15597921-15600077	AT2G37130.1
Chr2:15602863-15603329	AT2G37140.1
Chr2:15603581-15607600	AT2G37150.3
Chr2:15608828-15612934	AT2G37160.2
Chr2:15613402-15614857	AT2G37170.1
Chr2:15617708-15619155	AT2G37180.1
Chr2:15619407-15620119	AT2G37190.1
Chr2:15620349-15621632	AT2G37195.1
Chr2:15621954-15623097	AT2G37200.1
Chr2:15623346-15623884	AT2TE69760
Chr2:15623991-15626938	AT2G37210.2
Chr2:15634525-15636409	AT2G37220.1
Chr2:15637046-15639522	AT2G37230.1
Chr2:15639939-15641763	AT2G37240.1
Chr2:15641906-15643786	AT2G37250.1
Chr2:15644840-15647065	AT2G37260.1
Chr2:15647677-15649221	AT2G37270.1
Chr2:15650400-15656417	AT2G37280.1
Chr2:15656714-15661685	AT2G37290.2
Chr2:15662567-15664599	AT2G37300.2
Chr2:15664800-15667079	AT2G37310.1
Chr2:15667208-15668851	AT2G37320.1
Chr2:15669138-15670187	AT2G37330.1
Chr2:15670147-15672700	AT2G37340.1
Chr2:15673442-15675920	AT2G37360.1
Chr2:15673687-15675978	AT2G37362.1
Chr2:15679115-15683217	AT2G37370.1
Chr2:15686758-15688003	AT2G37380.1
Chr2:15688536-15689089	AT2TE70090
Chr2:15694215-15695825	AT2G37390.1
Chr2:15696155-15697402	AT2G37400.1
Chr2:15697842-15699275	AT2G37410.1
Chr2:15700331-15705346	AT2G37420.1
Chr2:15706357-15707224	AT2G37430.1
Chr2:15709808-15710912	AT2G37435.1
Chr2:15713414-15713787	AT2TE70210
Chr2:15718053-15722108	AT2G37440.1
Chr2:15722568-15724937	AT2G37450.2
Chr2:15726448-15729098	AT2G37460.1
Chr2:15729521-15729772	AT2TE70290
Chr2:15730620-15730953	AT2TE70295
Chr2:15731180-15731521	AT2TE70300
Chr2:15731522-15732351	AT2TE70305
Chr2:15736764-15737368	AT2G37470.1
Chr2:15737842-15739848	AT2G37478.1
Chr2:15737842-15739848	AT2G37480.1
Chr2:15739783-15742838	AT2G37500.1
Chr2:15742992-15744541	AT2G37510.1
Chr2:15744769-15750107	AT2G37520.1
Chr2:15750970-15751672	AT2G37530.1
Chr2:15751568-15753967	AT2G37540.1
Chr2:15755097-15757601	AT2G37550.1
Chr2:15756722-15758279	AT2G37555.1
Chr2:15758645-15761262	AT2G37560.1
Chr2:15761300-15763373	AT2G37570.1
Chr2:15764728-15765553	AT2G37580.1
Chr2:15765784-15767878	AT2G37585.1
Chr2:15769121-15770619	AT2G37590.1
Chr2:15774245-15775374	AT2G37600.1
Chr2:15776869-15777673	AT2G37610.1
Chr2:15779174-15781561	AT2G37620.1
Chr2:15781615-15783433	AT2G37630.1
Chr2:15787705-15789853	AT2G37640.1
Chr2:15792623-15795235	AT2G37650.1
Chr2:15795213-15797059	AT2G37660.1
Chr2:15797384-15800536	AT2G37670.1
Chr2:15801465-15802793	AT2G37678.1
Chr2:15803243-15805573	AT2G37680.1
Chr2:15805715-15810552	AT2G37690.1
Chr2:15810491-15810563	AT2TE70700
Chr2:15810581-15814208	AT2G37700.1
Chr2:15814718-15817004	AT2G37710.1
Chr2:15818082-15821295	AT2G37720.1
Chr2:15819148-15819204	AT2TE70740
Chr2:15819222-15819889	AT2TE70745
Chr2:15822186-15824538	AT2G37730.1
Chr2:15827706-15828620	AT2G37740.1
Chr2:15830989-15831558	AT2G37750.1
Chr2:15831854-15833920	AT2G37760.2
Chr2:15834867-15836881	AT2G37770.2
Chr2:15836718-15836784	AT2TE70830
Chr2:15837442-15838302	AT2G37780.1
Chr2:15838764-15840932	AT2G37790.1
Chr2:15841039-15843610	AT2G37800.1
Chr2:15845108-15845330	AT2TE70870
Chr2:15845350-15846051	AT2G37810.1
Chr2:15847026-15847339	AT2TE70875
Chr2:15847492-15848490	AT2G37820.1
Chr2:15849271-15849591	AT2G37830
Chr2:15851803-15856301	AT2G37840.1
Chr2:15856632-15858920	AT2G37860.3
Chr2:15859239-15859907	AT2G37870.1
Chr2:15860633-15861618	AT2G37880.1
Chr2:15861688-15864009	AT2G37890.1
Chr2:15864396-15866408	AT2G37900.1
Chr2:15868399-15869097	AT2G37910.1
Chr2:15868580-15870071	AT2G37920.1
Chr2:15870220-15870697	AT2G37925.1
Chr2:15873117-15874972	AT2G37930.1
Chr2:15876750-15879655	AT2G37940.1
Chr2:15880073-15880553	AT2TE71040
Chr2:15882488-15883979	AT2G37950.1
Chr2:15882780-15883287	AT2TE71050
Chr2:15884475-15885121	AT2TE71055
Chr2:15886119-15886395	AT2TE71060
Chr2:15886548-15889220	AT2G37960.1
Chr2:15890972-15891843	AT2G37970.1
Chr2:15891735-15893639	AT2G37975.1
Chr2:15894057-15897610	AT2G37980.1
Chr2:15900635-15903218	AT2G37990.1
Chr2:15903125-15905391	AT2G38000.1
Chr2:15906118-15906476	AT2TE71160
Chr2:15906862-15909931	AT2G38010.2
Chr2:15909908-15914710	AT2G38020.1
Chr2:15914958-15916733	AT2G38025.1
Chr2:15916817-15916889	AT2G38030.1
Chr2:15917093-15921170	AT2G38040.1
Chr2:15921136-15922313	AT2G38050.1
Chr2:15922557-15925623	AT2G38060.1
Chr2:15928591-15930794	AT2G38070.1
Chr2:15934460-15937616	AT2G38080.1
Chr2:15939716-15939856	AT2TE71330
Chr2:15940464-15941078	AT2TE71335
Chr2:15941633-15942405	AT2TE71340
Chr2:15944711-15947085	AT2G38090.1
Chr2:15945163-15945249	AT2TE71350
Chr2:15948484-15950228	AT2G38100.1
Chr2:15952607-15955494	AT2G38110.1
Chr2:15955359-15955488	AT2TE71400
Chr2:15972993-15977180	AT2G38120.1
Chr2:15978512-15980749	AT2G38130.1
Chr2:15980308-15980363	AT2TE71530
Chr2:15980364-15980669	AT2TE71535
Chr2:15980883-15981612	AT2G38140.1
Chr2:15981700-15982917	AT2G38150.1
Chr2:15984062-15985278	AT2G38152.1
Chr2:15986643-15988522	AT2G38160.1
Chr2:15989866-15990001	AT2TE71580
Chr2:15990045-15993278	AT2G38170.3
Chr2:15997114-15998906	AT2G38180.1
Chr2:15999926-16003168	AT2G38185.4
Chr2:16003615-16006654	AT2G38195.1
Chr2:16006423-16006839	AT2TE71660
Chr2:16007012-16007690	AT2G38210.1
Chr2:16007891-16010932	AT2G38220.1
Chr2:16010760-16011130	AT2TE71670
Chr2:16011456-16012508	AT2G38230.1
Chr2:16012535-16014753	AT2G38240.1
Chr2:16018357-16019500	AT2G38250.1
Chr2:16020006-16020722	AT2TE71720
Chr2:16021750-16024854	AT2G38255.1
Chr2:16022058-16022138	AT2TE71725
Chr2:16022139-16023402	AT2TE71730
Chr2:16023403-16023576	AT2TE71735
Chr2:16023577-16023966	AT2TE71740
Chr2:16023967-16024532	AT2TE71745
Chr2:16025429-16028594	AT2G38260
Chr2:16030119-16030650	AT2TE71770
Chr2:16031262-16033076	AT2G38270.1
Chr2:16033448-16038876	AT2G38280.1
Chr2:16039475-16042383	AT2G38290.1
Chr2:16043960-16045992	AT2G38300.1
Chr2:16045589-16045689	AT2TE71850
Chr2:16047924-16048115	AT2G38304.1
Chr2:16050063-16051168	AT2G38310.1
Chr2:16053795-16054198	AT2TE71890
Chr2:16055289-16057980	AT2G38320.1
Chr2:16061954-16062060	AT2G38325.1
Chr2:16064503-16067437	AT2G38330.1
Chr2:16067396-16068291	AT2G38340.1
Chr2:16068341-16069308	AT2G38350.1
Chr2:16069615-16070589	AT2G38360.1
Chr2:16070881-16072007	AT2G38365.1
Chr2:16071650-16071742	AT2TE71980
Chr2:16072070-16074258	AT2G38370.1
Chr2:16076384-16078583	AT2G38380.1
Chr2:16079681-16081509	AT2G38390.1
Chr2:16083691-16086159	AT2G38400.2
Chr2:16086630-16090208	AT2G38410.1
Chr2:16091093-16092549	AT2G38420.1
Chr2:16092939-16095031	AT2G38430.1
Chr2:16095329-16101221	AT2G38440.1
Chr2:16101619-16101728	AT2TE72130
Chr2:16101975-16102916	AT2G38450.1
Chr2:16103311-16106177	AT2G38460.1
Chr2:16106263-16106913	AT2G38465.1
Chr2:16108361-16110766	AT2G38470.1
Chr2:16108588-16108751	AT2TE72160
Chr2:16110741-16111797	AT2G38480.1
Chr2:16113491-16115285	AT2G38490.1
Chr2:16117395-16119108	AT2G38500.1
Chr2:16123985-16125445	AT2G38510.1
Chr2:16125641-16125684	AT2TE72250
Chr2:16125701-16126499	AT2TE72255
Chr2:16125919-16126578	AT2G38520.1
Chr2:16127216-16127556	AT2TE72260
Chr2:16128378-16129158	AT2G38530.1
Chr2:16130350-16131174	AT2G38540.1
Chr2:16131508-16131648	AT2G38544.1
Chr2:16132006-16134415	AT2G38550.1
Chr2:16134638-16136695	AT2G38560.1
Chr2:16136689-16138886	AT2G38570.1
Chr2:16138570-16142588	AT2G38580.1
Chr2:16142897-16144184	AT2G38590.1
